user_id,track_id,session_id,favourite_genres,genres,skipped
130,5yxYokipsWlpDCt4Th4VVc,522,"['funk', 'filmi', 'metal']","['album rock', 'art rock', 'classic rock', 'folk rock', 'glam rock', 'protopunk', 'psychedelic rock', 'rock']",False
101,7hXy7Oc0XfODlcR8ESR9up,124,"['permanent wave', 'mandopop', 'funk']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",True
101,7hXy7Oc0XfODlcR8ESR9up,130,"['permanent wave', 'mandopop', 'funk']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",True
101,6MzIsyys9Ws1aXDjJjChNw,137,"['permanent wave', 'mandopop', 'funk']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",False
103,7hXy7Oc0XfODlcR8ESR9up,155,"['filmi', 'regional mexican', 'folk']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",True
103,7hXy7Oc0XfODlcR8ESR9up,158,"['filmi', 'regional mexican', 'folk']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",False
103,0dOg1ySSI7NkpAe89Zo0b9,155,"['filmi', 'regional mexican', 'folk']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",True
103,5AToGW7gh0xgNyrDVd3qus,146,"['filmi', 'regional mexican', 'folk']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",True
103,4T4mzLQmKosJ1gMV9LFWZX,148,"['filmi', 'regional mexican', 'folk']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",False
132,7hXy7Oc0XfODlcR8ESR9up,544,"['psychedelic rock', 'country rock', 'rock en espanol']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",True
132,0dOg1ySSI7NkpAe89Zo0b9,540,"['psychedelic rock', 'country rock', 'rock en espanol']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",True
116,7hXy7Oc0XfODlcR8ESR9up,328,"['permanent wave', 'rock en espanol', 'quiet storm']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",True
116,4T4mzLQmKosJ1gMV9LFWZX,317,"['permanent wave', 'rock en espanol', 'quiet storm']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",False
116,4T4mzLQmKosJ1gMV9LFWZX,328,"['permanent wave', 'rock en espanol', 'quiet storm']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",False
116,4BlOigB3NT7DiwHgikD9C8,316,"['permanent wave', 'rock en espanol', 'quiet storm']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",False
148,7hXy7Oc0XfODlcR8ESR9up,744,"['metal', 'rock', 'alternative metal']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",False
107,4T4mzLQmKosJ1gMV9LFWZX,205,"['latin alternative', 'alternative rock', 'classic rock']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",False
107,4T4mzLQmKosJ1gMV9LFWZX,215,"['latin alternative', 'alternative rock', 'classic rock']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",False
107,56lhDZNQ5J47aog6mGKeGk,205,"['latin alternative', 'alternative rock', 'classic rock']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",False
147,6MzIsyys9Ws1aXDjJjChNw,716,"['soft rock', 'hoerspiel', 'ranchera']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",False
147,0dOg1ySSI7NkpAe89Zo0b9,721,"['soft rock', 'hoerspiel', 'ranchera']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",False
104,5AToGW7gh0xgNyrDVd3qus,162,"['tropical', 'new wave', 'latin']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",True
104,6fOMAc2LXPILAWUWeh41Ro,160,"['tropical', 'new wave', 'latin']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",True
104,4BlOigB3NT7DiwHgikD9C8,167,"['tropical', 'new wave', 'latin']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",True
130,0dOg1ySSI7NkpAe89Zo0b9,516,"['funk', 'filmi', 'metal']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",False
141,0dOg1ySSI7NkpAe89Zo0b9,649,"['tropical', 'permanent wave', 'mellow gold']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",True
135,5AToGW7gh0xgNyrDVd3qus,576,"['country rock', 'mellow gold', 'funk']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",False
150,4T4mzLQmKosJ1gMV9LFWZX,767,"['funk', 'soul', 'psychedelic rock']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",False
139,4T4mzLQmKosJ1gMV9LFWZX,622,"['new wave', 'rock en espanol', 'psychedelic rock']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",True
102,0dOg1ySSI7NkpAe89Zo0b9,143,"['classic rock', 'ranchera', 'lounge']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",False
108,0dOg1ySSI7NkpAe89Zo0b9,220,"['c-pop', 'latin pop', 'ranchera']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",True
108,0dOg1ySSI7NkpAe89Zo0b9,223,"['c-pop', 'latin pop', 'ranchera']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",False
109,0dOg1ySSI7NkpAe89Zo0b9,231,"['hoerspiel', 'j-pop', 'filmi']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",True
115,0dOg1ySSI7NkpAe89Zo0b9,303,"['filmi', 'soul', 'turkish pop']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",True
115,0dOg1ySSI7NkpAe89Zo0b9,304,"['filmi', 'soul', 'turkish pop']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",False
115,0dOg1ySSI7NkpAe89Zo0b9,308,"['filmi', 'soul', 'turkish pop']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",True
115,0dOg1ySSI7NkpAe89Zo0b9,310,"['filmi', 'soul', 'turkish pop']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",True
115,0dOg1ySSI7NkpAe89Zo0b9,313,"['filmi', 'soul', 'turkish pop']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",True
122,0dOg1ySSI7NkpAe89Zo0b9,397,"['adult standards', 'pop rock', 'brill building pop']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",True
122,0dOg1ySSI7NkpAe89Zo0b9,399,"['adult standards', 'pop rock', 'brill building pop']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",True
122,0dOg1ySSI7NkpAe89Zo0b9,402,"['adult standards', 'pop rock', 'brill building pop']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",True
126,0dOg1ySSI7NkpAe89Zo0b9,460,"['album rock', 'europop', 'turkish pop']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",False
127,0dOg1ySSI7NkpAe89Zo0b9,465,"['latin', 'europop', 'pop']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",False
127,0dOg1ySSI7NkpAe89Zo0b9,467,"['latin', 'europop', 'pop']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",True
127,0dOg1ySSI7NkpAe89Zo0b9,468,"['latin', 'europop', 'pop']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",False
127,0dOg1ySSI7NkpAe89Zo0b9,469,"['latin', 'europop', 'pop']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",False
127,0dOg1ySSI7NkpAe89Zo0b9,470,"['latin', 'europop', 'pop']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",True
127,0dOg1ySSI7NkpAe89Zo0b9,471,"['latin', 'europop', 'pop']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",False
128,0dOg1ySSI7NkpAe89Zo0b9,475,"['pop rock', 'mellow gold', 'soft rock']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",False
128,0dOg1ySSI7NkpAe89Zo0b9,483,"['pop rock', 'mellow gold', 'soft rock']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",False
128,0dOg1ySSI7NkpAe89Zo0b9,489,"['pop rock', 'mellow gold', 'soft rock']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",False
133,0dOg1ySSI7NkpAe89Zo0b9,554,"['new wave', 'latin alternative', 'motown']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",False
137,0dOg1ySSI7NkpAe89Zo0b9,592,"['hard rock', 'regional mexican', 'new wave pop']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",True
137,0dOg1ySSI7NkpAe89Zo0b9,594,"['hard rock', 'regional mexican', 'new wave pop']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",True
137,0dOg1ySSI7NkpAe89Zo0b9,595,"['hard rock', 'regional mexican', 'new wave pop']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",True
145,0dOg1ySSI7NkpAe89Zo0b9,686,"['c-pop', 'lounge', 'classic rock']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",False
145,0dOg1ySSI7NkpAe89Zo0b9,688,"['c-pop', 'lounge', 'classic rock']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",False
145,0dOg1ySSI7NkpAe89Zo0b9,692,"['c-pop', 'lounge', 'classic rock']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",False
145,0dOg1ySSI7NkpAe89Zo0b9,696,"['c-pop', 'lounge', 'classic rock']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",False
145,0dOg1ySSI7NkpAe89Zo0b9,697,"['c-pop', 'lounge', 'classic rock']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",False
145,0dOg1ySSI7NkpAe89Zo0b9,698,"['c-pop', 'lounge', 'classic rock']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",False
131,0dOg1ySSI7NkpAe89Zo0b9,527,"['folk', 'folk', 'alternative metal']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",True
131,0dOg1ySSI7NkpAe89Zo0b9,528,"['folk', 'folk', 'alternative metal']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",True
144,0dOg1ySSI7NkpAe89Zo0b9,676,"['latin pop', 'latin rock', 'country rock']","['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",False
101,5atzraDZf6C8dEIFBHw3E2,124,"['permanent wave', 'mandopop', 'funk']","['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",True
101,7qj6lBOB1QTgBmKedXuIbs,129,"['permanent wave', 'mandopop', 'funk']","['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",True
103,5atzraDZf6C8dEIFBHw3E2,158,"['filmi', 'regional mexican', 'folk']","['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",False
103,7kcbPw5u0QDw4O1mwHVQ11,155,"['filmi', 'regional mexican', 'folk']","['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",False
103,2bCBrhZdfdHnDucyQcyp42,158,"['filmi', 'regional mexican', 'folk']","['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",True
132,2bCBrhZdfdHnDucyQcyp42,540,"['psychedelic rock', 'country rock', 'rock en espanol']","['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",False
132,2B0oanPxauHfMhVyd3DtPf,543,"['psychedelic rock', 'country rock', 'rock en espanol']","['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",False
116,7kcbPw5u0QDw4O1mwHVQ11,328,"['permanent wave', 'rock en espanol', 'quiet storm']","['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",False
116,1DtIQXGc2xt0COxPW8Jhrs,316,"['permanent wave', 'rock en espanol', 'quiet storm']","['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",False
106,0PQ51hZtABYRaXNHkVpAfD,197,"['new romantic', 'hoerspiel', 'brill building pop']","['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",True
147,7qj6lBOB1QTgBmKedXuIbs,723,"['soft rock', 'hoerspiel', 'ranchera']","['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",True
147,7kcbPw5u0QDw4O1mwHVQ11,730,"['soft rock', 'hoerspiel', 'ranchera']","['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",True
104,7qj6lBOB1QTgBmKedXuIbs,168,"['tropical', 'new wave', 'latin']","['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",False
104,7kcbPw5u0QDw4O1mwHVQ11,168,"['tropical', 'new wave', 'latin']","['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",False
104,2B0oanPxauHfMhVyd3DtPf,165,"['tropical', 'new wave', 'latin']","['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",False
104,1cPXOzyeZauSAsT1yy7aBp,173,"['tropical', 'new wave', 'latin']","['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",True
141,7qj6lBOB1QTgBmKedXuIbs,649,"['tropical', 'permanent wave', 'mellow gold']","['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",True
141,1cPXOzyeZauSAsT1yy7aBp,649,"['tropical', 'permanent wave', 'mellow gold']","['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",False
135,2bCBrhZdfdHnDucyQcyp42,574,"['country rock', 'mellow gold', 'funk']","['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",False
125,11BoHKTgVbNPb9jGQuC2dU,446,"['classic rock', 'regional mexican', 'pop rock']","['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",True
110,2bCBrhZdfdHnDucyQcyp42,251,"['dance pop', 'new wave', 'latin pop']","['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",False
110,1DtIQXGc2xt0COxPW8Jhrs,249,"['dance pop', 'new wave', 'latin pop']","['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",True
139,7qj6lBOB1QTgBmKedXuIbs,619,"['new wave', 'rock en espanol', 'psychedelic rock']","['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",True
146,4UwKJqFSVak1bDPjiAybxW,710,"['art rock', 'ranchera', 'funk']","['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",False
101,4KLcK54tQk7kKyYPcDfb0m,124,"['permanent wave', 'mandopop', 'funk']","['album rock', 'art rock', 'canterbury scene', 'flute rock', 'jazz fusion', 'neo-progressive', 'progressive rock', 'psychedelic rock', 'symphonic rock']",True
106,4KLcK54tQk7kKyYPcDfb0m,198,"['new romantic', 'hoerspiel', 'brill building pop']","['album rock', 'art rock', 'canterbury scene', 'flute rock', 'jazz fusion', 'neo-progressive', 'progressive rock', 'psychedelic rock', 'symphonic rock']",False
101,4BPCMtdK8cZlcBQ3bTmmIg,124,"['permanent wave', 'mandopop', 'funk']","['album rock', 'blues rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']",False
101,51krF0CyHT5AEuh81K0t0z,124,"['permanent wave', 'mandopop', 'funk']","['album rock', 'blues rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']",True
132,2jzy0JRDULMv1h8cE29B82,543,"['psychedelic rock', 'country rock', 'rock en espanol']","['album rock', 'blues rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']",False
106,0YoUV2txbkq2WAb4nK1zAH,197,"['new romantic', 'hoerspiel', 'brill building pop']","['album rock', 'blues rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']",False
106,0YoUV2txbkq2WAb4nK1zAH,201,"['new romantic', 'hoerspiel', 'brill building pop']","['album rock', 'blues rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']",True
106,0wJkm6b9dxC6sheIbKteQk,198,"['new romantic', 'hoerspiel', 'brill building pop']","['album rock', 'blues rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']",True
107,4BPCMtdK8cZlcBQ3bTmmIg,215,"['latin alternative', 'alternative rock', 'classic rock']","['album rock', 'blues rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']",False
107,51krF0CyHT5AEuh81K0t0z,204,"['latin alternative', 'alternative rock', 'classic rock']","['album rock', 'blues rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']",False
147,0YoUV2txbkq2WAb4nK1zAH,721,"['soft rock', 'hoerspiel', 'ranchera']","['album rock', 'blues rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']",False
147,0wJkm6b9dxC6sheIbKteQk,723,"['soft rock', 'hoerspiel', 'ranchera']","['album rock', 'blues rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']",True
110,0wJkm6b9dxC6sheIbKteQk,251,"['dance pop', 'new wave', 'latin pop']","['album rock', 'blues rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']",True
150,0wJkm6b9dxC6sheIbKteQk,767,"['funk', 'soul', 'psychedelic rock']","['album rock', 'blues rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']",False
101,5qVnDAMhoEkOO8Z3aQqf4N,124,"['permanent wave', 'mandopop', 'funk']","['adult standards', 'brill building pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",True
101,028HuLehTNSg1I3MXSCOyL,125,"['permanent wave', 'mandopop', 'funk']","['adult standards', 'brill building pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",False
101,028HuLehTNSg1I3MXSCOyL,130,"['permanent wave', 'mandopop', 'funk']","['adult standards', 'brill building pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",True
103,6XNGIaXv2xljDcxQ99p65f,153,"['filmi', 'regional mexican', 'folk']","['adult standards', 'brill building pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",False
148,614gUBZiYrVlg1e7mYnO5f,736,"['metal', 'rock', 'alternative metal']","['adult standards', 'brill building pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",False
105,5qVnDAMhoEkOO8Z3aQqf4N,190,"['soul', 'tropical', 'alternative metal']","['adult standards', 'brill building pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",True
147,028HuLehTNSg1I3MXSCOyL,729,"['soft rock', 'hoerspiel', 'ranchera']","['adult standards', 'brill building pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",False
147,614gUBZiYrVlg1e7mYnO5f,719,"['soft rock', 'hoerspiel', 'ranchera']","['adult standards', 'brill building pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",False
147,5rWJsBNnyIwHSsDa1B9C5s,720,"['soft rock', 'hoerspiel', 'ranchera']","['adult standards', 'brill building pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",False
147,5rWJsBNnyIwHSsDa1B9C5s,726,"['soft rock', 'hoerspiel', 'ranchera']","['adult standards', 'brill building pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",False
110,1zNffzxPS8W2sDJ4nf0iXl,251,"['dance pop', 'new wave', 'latin pop']","['adult standards', 'brill building pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",True
138,1rNf5niMIca7MLNxaW5NhC,612,"['hoerspiel', 'c-pop', 'latin rock']","['adult standards', 'brill building pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",False
129,1rNf5niMIca7MLNxaW5NhC,496,"['blues rock', 'turkish pop', 'latin rock']","['adult standards', 'brill building pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",True
101,1pTGc8pwyo6xtgXBKCBcFn,124,"['permanent wave', 'mandopop', 'funk']","['adult standards', 'mellow gold', 'soft rock']",True
101,1BbPWTfKPovXvYqlPPtcD7,129,"['permanent wave', 'mandopop', 'funk']","['adult standards', 'mellow gold', 'soft rock']",True
101,0o2bhwqoKFxdMUryV0Gtpf,134,"['permanent wave', 'mandopop', 'funk']","['adult standards', 'mellow gold', 'soft rock']",False
132,1BbPWTfKPovXvYqlPPtcD7,542,"['psychedelic rock', 'country rock', 'rock en espanol']","['adult standards', 'mellow gold', 'soft rock']",True
132,1J56UTQmZTT02zOxFjuOlY,540,"['psychedelic rock', 'country rock', 'rock en espanol']","['adult standards', 'mellow gold', 'soft rock']",False
116,2ow3kvWNcnOf3DrPppaCzL,319,"['permanent wave', 'rock en espanol', 'quiet storm']","['adult standards', 'mellow gold', 'soft rock']",False
107,1J56UTQmZTT02zOxFjuOlY,205,"['latin alternative', 'alternative rock', 'classic rock']","['adult standards', 'mellow gold', 'soft rock']",False
147,7hmk1gn8g7bGHN0RI7RaGx,722,"['soft rock', 'hoerspiel', 'ranchera']","['adult standards', 'mellow gold', 'soft rock']",True
114,6n5dfo6kigVho0zwp650M0,296,"['europop', 'latin pop', 'pop']","['adult standards', 'mellow gold', 'soft rock']",False
141,6n5dfo6kigVho0zwp650M0,650,"['tropical', 'permanent wave', 'mellow gold']","['adult standards', 'mellow gold', 'soft rock']",False
110,46fn5mY4J1NWoE53oiMvL6,248,"['dance pop', 'new wave', 'latin pop']","['adult standards', 'mellow gold', 'soft rock']",False
